Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
316,60,RL,71.0,7795,Pave,1,0,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,1.0,6.0,425,1.0,0,291,716,GasA,4,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,Gd,6,Typ,1,5,2004.0,3.0,2,432,3.0,3.0,Y,100,51,0,0,0,0,0,7,2009,WD,Normal,188500
317,60,RL,94.0,13005,Pave,1,0,AllPub,Corner,0,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,3,2,CBlock,4.0,3.0,1.0,6.0,692,1.0,0,153,845,GasA,2,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,5,1983.0,2.0,2,484,3.0,3.0,Y,288,195,0,0,0,0,0,8,2009,WD,Normal,260000
318,60,FV,75.0,9000,Pave,0,0,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,3.0,1.0,0,1.0,0,1088,1088,GasA,4,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,5,2006.0,2.0,3,1025,3.0,3.0,Y,208,46,0,0,0,0,0,12,2007,WD,Normal,270000
319,60,RL,90.0,9900,Pave,0,3,AllPub,Inside,1,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,3,2,PConc,4.0,3.0,4.0,6.0,987,1.0,0,360,1347,GasA,4,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,Typ,1,5,1993.0,2.0,3,656,3.0,3.0,Y,340,60,144,0,0,0,0,4,2009,WD,Normal,260000
321,60,RL,111.0,16259,Pave,0,0,AllPub,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,2,2,PConc,5.0,4.0,3.0,1.0,0,1.0,0,1249,1249,GasA,4,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,Typ,0,5,2006.0,2.0,3,840,3.0,3.0,Y,240,154,0,0,0,0,0,9,2006,New,Partial,342643
322,60,RL,99.0,12099,Pave,1,0,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,3,2,PConc,5.0,3.0,3.0,6.0,970,1.0,0,166,1136,GasA,4,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,3,2004.0,3.0,3,872,3.0,3.0,Y,184,154,0,0,0,0,0,6,2007,WD,Normal,354000
323,60,RL,86.0,10380,Pave,1,0,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,3,2,CBlock,3.0,3.0,4.0,2.0,28,5.0,1474,0,1502,GasA,4,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,Typ,1,5,1987.0,3.0,2,576,3.0,3.0,Y,201,96,0,0,0,0,0,8,2007,WD,Normal,301000
324,20,RM,49.0,5820,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3.0,3.0,1.0,5.0,256,1.0,0,906,1162,GasA,4,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,5,1955.0,1.0,1,220,2.0,3.0,Y,142,98,0,0,0,0,0,7,2006,WD,Normal,126175
325,80,RL,96.0,11275,Pave,0,0,AllPub,Corner,0,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,3,3,CBlock,4.0,3.0,1.0,1.0,0,1.0,0,710,710,GasA,4,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,3,1961.0,3.0,2,564,3.0,3.0,Y,240,0,0,0,0,0,0,6,2010,WD,Normal,242000
326,45,RM,50.0,5000,Pave,0,0,AllPub,Inside,0,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3.0,3.0,3.0,4.0,116,1.0,0,604,720,GasA,0,N,FuseF,803,0,0,803,0,0,1,0,2,1,TA,5,Typ,0,1,1941.0,1.0,2,360,3.0,3.0,Y,0,0,244,0,0,0,0,12,2007,WD,Normal,87000
327,120,RL,32.0,10846,Pave,1,0,AllPub,CulDSac,0,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,2,PConc,4.0,3.0,4.0,6.0,1619,1.0,0,100,1719,GasA,4,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,5,1993.0,3.0,2,473,3.0,3.0,Y,122,30,0,0,0,0,0,5,2008,Con,Normal,324000
328,20,RL,80.0,11600,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,2,2,CBlock,3.0,3.0,1.0,3.0,565,1.0,0,818,1383,GasA,2,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,0,5,1960.0,2.0,1,292,3.0,3.0,Y,0,45,0,0,0,0,0,4,2006,WD,Normal,145250
330,70,RM,60.0,6402,Pave,0,0,AllPub,Corner,0,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,PConc,3.0,3.0,2.0,1.0,0,1.0,0,596,596,GasA,2,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,TA,6,Typ,0,1,1920.0,1.0,1,189,2.0,2.0,N,0,0,137,0,0,0,0,7,2009,WD,Normal,78000
332,20,RL,70.0,8176,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3.0,3.0,1.0,3.0,846,1.0,0,210,1056,GasA,1,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,5,1958.0,2.0,1,308,3.0,3.0,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,139000
334,120,RM,59.0,8198,Pave,0,0,AllPub,FR3,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,3,2,PConc,4.0,3.0,3.0,6.0,720,1.0,0,638,1358,GasA,4,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,5,2004.0,2.0,2,484,3.0,3.0,Y,192,30,0,0,0,0,0,7,2008,WD,Normal,207000
335,60,RL,59.0,9042,Pave,1,0,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4.0,3.0,4.0,6.0,828,1.0,0,115,943,GasA,3,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,5,1998.0,3.0,2,472,3.0,3.0,Y,100,38,0,0,0,0,0,7,2008,WD,Normal,192000
337,20,RL,86.0,14157,Pave,1,2,AllPub,Corner,0,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,3,2,PConc,5.0,3.0,4.0,6.0,1249,1.0,0,673,1922,GasA,4,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,5,2005.0,3.0,3,676,3.0,3.0,Y,178,51,0,0,0,0,0,7,2007,WD,Normal,377426
338,20,RL,70.0,9135,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,3,2,PConc,4.0,3.0,3.0,6.0,810,1.0,0,726,1536,GasA,4,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,5,2002.0,2.0,2,532,3.0,3.0,Y,192,74,0,0,0,0,0,12,2008,WD,Normal,214000
339,20,RL,91.0,14145,Pave,0,0,AllPub,Corner,0,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,4.0,3.0,2.0,5.0,213,1.0,0,995,1208,GasA,4,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,5,1984.0,2.0,2,440,3.0,3.0,Y,108,45,0,0,0,0,400,5,2006,WD,Normal,202500
340,20,RL,66.0,12400,Pave,1,0,AllPub,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,2,2,CBlock,3.0,2.0,1.0,3.0,585,1.0,0,630,1215,GasA,2,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,5,1958.0,1.0,1,297,3.0,3.0,Y,0,0,0,0,234,0,0,6,2009,WD,Normal,155000
341,60,RL,85.0,14191,Pave,0,0,AllPub,Inside,0,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,967,967,GasA,4,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,Gd,9,Typ,0,5,2002.0,3.0,2,431,3.0,3.0,Y,135,0,0,0,0,0,0,4,2010,WD,Normal,202900
342,20,RH,60.0,8400,Pave,0,0,AllPub,Inside,0,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,1,1,CBlock,3.0,2.0,1.0,1.0,0,1.0,0,721,721,GasA,3,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,2,1950.0,1.0,1,294,3.0,3.0,N,250,0,24,0,0,0,0,9,2009,WD,Normal,82000
344,120,RL,63.0,8849,Pave,1,0,AllPub,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,4,2,PConc,5.0,3.0,1.0,6.0,28,1.0,0,1656,1684,GasA,4,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,Ex,6,Typ,1,5,2005.0,2.0,2,564,3.0,3.0,Y,495,72,0,0,0,0,0,7,2008,WD,Normal,266000
345,160,RM,36.0,2592,Pave,0,0,AllPub,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,4.0,3.0,1.0,3.0,129,4.0,232,175,536,GasA,2,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,5,1976.0,1.0,1,336,3.0,3.0,Y,182,0,0,0,0,0,0,4,2010,WD,Normal,85000
346,50,RL,65.0,6435,Pave,0,0,AllPub,Inside,0,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,972,972,GasA,3,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,Fa,6,Typ,1,1,1939.0,1.0,1,312,3.0,3.0,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,140200
349,160,RL,36.0,2448,Pave,0,0,AllPub,Inside,0,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,3,2,PConc,4.0,3.0,1.0,6.0,573,1.0,0,191,764,GasA,4,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,Gd,6,Typ,0,3,2003.0,2.0,2,474,3.0,3.0,Y,0,27,0,0,0,0,0,10,2008,WD,Normal,154000
350,60,RL,56.0,20431,Pave,2,0,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,4,2,PConc,5.0,3.0,1.0,6.0,1410,1.0,0,438,1848,GasA,4,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,5,2006.0,3.0,3,706,3.0,3.0,Y,0,0,0,0,0,0,0,4,2006,New,Partial,437154
351,120,RL,68.0,7820,Pave,1,0,AllPub,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,4,2,PConc,5.0,3.0,1.0,1.0,0,1.0,0,1869,1869,GasA,4,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,Ex,6,Typ,1,5,2007.0,2.0,2,617,3.0,3.0,Y,210,54,0,0,0,0,0,12,2007,New,Partial,318061
353,50,RL,60.0,9084,Pave,0,0,AllPub,Inside,0,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3.0,2.0,2.0,2.0,236,3.0,380,0,616,GasA,2,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,0,1,1941.0,1.0,1,200,3.0,2.0,Y,48,0,0,0,0,0,0,3,2008,ConLw,Normal,95000
354,30,RM,60.0,8520,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,624,624,GasA,3,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,1,2005.0,1.0,2,484,3.0,3.0,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,105900
355,50,RL,60.0,8400,Pave,0,1,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,2.0,388,1.0,0,552,940,GasA,4,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,5,1940.0,1.0,1,240,3.0,3.0,Y,0,0,108,0,0,0,0,6,2006,WD,Normal,140000
356,20,RL,105.0,11249,Pave,2,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,4.0,1.0,5.0,334,4.0,544,322,1200,GasA,4,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,5,1995.0,2.0,2,521,3.0,3.0,Y,0,26,0,0,0,0,0,8,2007,WD,Normal,177500
358,120,RM,44.0,4224,Pave,0,0,AllPub,Inside,0,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,PConc,4.0,3.0,1.0,5.0,874,1.0,0,268,1142,GasA,2,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,5,1976.0,3.0,2,528,3.0,3.0,Y,536,90,0,0,0,0,0,8,2007,WD,Normal,134000
359,80,RL,92.0,6930,Pave,1,0,AllPub,Inside,0,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,2,2,CBlock,3.0,3.0,3.0,4.0,300,3.0,294,468,1062,GasA,4,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,3,1958.0,1.0,1,288,3.0,3.0,Y,168,0,294,0,0,0,0,7,2006,WD,Abnorml,130000
360,60,RL,78.0,12011,Pave,1,0,AllPub,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,3,2,PConc,4.0,3.0,3.0,6.0,956,1.0,0,130,1086,GasA,4,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,5,1998.0,2.0,2,592,3.0,3.0,Y,208,75,0,0,374,0,0,6,2006,WD,Normal,280000
364,160,RM,21.0,1680,Pave,0,0,AllPub,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,2,2,CBlock,3.0,3.0,1.0,5.0,162,1.0,0,321,483,GasA,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,1,1972.0,1.0,1,264,3.0,3.0,Y,250,0,0,0,0,0,0,5,2009,WD,Normal,118000
366,70,RM,59.0,10690,Pave,0,0,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3.0,2.0,1.0,3.0,456,1.0,0,216,672,GasA,3,Y,FuseA,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,0,1,1964.0,1.0,1,468,3.0,2.0,Y,0,128,218,0,0,0,0,7,2009,WD,Normal,147000
368,80,RL,101.0,9150,Pave,1,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,2,2,CBlock,4.0,3.0,4.0,6.0,371,1.0,0,728,1099,GasA,3,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Basment,1962.0,2.0,1,296,3.0,3.0,Y,64,110,0,0,0,0,0,12,2008,WD,Normal,165000
369,20,RL,78.0,7800,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,2,2,PConc,3.0,3.0,1.0,2.0,540,1.0,0,728,1268,GasA,3,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,1,5,1954.0,3.0,1,244,3.0,3.0,Y,0,98,0,0,0,0,0,3,2010,WD,Normal,132000
373,120,RL,50.0,7175,Pave,0,0,AllPub,Inside,0,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4.0,3.0,1.0,5.0,623,2.0,121,0,744,GasA,2,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,5,1984.0,1.0,1,264,3.0,3.0,Y,353,0,0,0,90,0,0,2,2010,WD,Normal,125000
374,20,RL,79.0,10634,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,3.0,3.0,1.0,4.0,428,2.0,180,0,608,GasA,2,Y,SBrkr,1319,0,0,1319,1,0,1,0,3,1,TA,5,Min2,0,5,1953.0,1.0,1,270,3.0,3.0,Y,66,0,0,0,0,0,0,11,2009,WD,Normal,123000
375,60,RL,65.0,8200,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,847,847,GasA,4,Y,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,3,2003.0,3.0,2,434,3.0,3.0,Y,100,48,0,0,0,0,0,7,2007,WD,Normal,219500
377,85,RL,57.0,8846,Pave,1,0,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,3.0,6.0,298,1.0,0,572,870,GasA,4,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,1,1998.0,1.0,2,576,3.0,3.0,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,148000
378,60,FV,102.0,11143,Pave,1,0,AllPub,Corner,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1580,1580,GasA,4,Y,SBrkr,1580,886,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,5,2004.0,2.0,2,610,3.0,3.0,Y,159,214,0,0,0,0,0,12,2007,WD,Normal,340000
379,20,RL,88.0,11394,Pave,0,0,AllPub,Corner,0,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,3,2,PConc,5.0,3.0,3.0,6.0,1445,1.0,0,411,1856,GasA,4,Y,SBrkr,1856,0,0,1856,1,0,1,1,1,1,Ex,8,Typ,1,5,2010.0,3.0,3,834,3.0,3.0,Y,113,0,0,0,0,0,0,6,2010,New,Partial,394432
380,60,RL,60.0,8123,Pave,1,0,AllPub,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,2,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,982,982,GasA,4,Y,SBrkr,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,5,2000.0,3.0,2,463,3.0,3.0,Y,100,63,0,0,0,0,0,6,2009,WD,Normal,179000
381,50,RL,50.0,5000,Pave,0,0,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,BrkTil,3.0,3.0,1.0,2.0,218,1.0,0,808,1026,GasA,2,Y,SBrkr,1026,665,0,1691,0,0,2,0,3,1,Gd,6,Typ,1,1,1924.0,1.0,1,308,3.0,3.0,Y,0,0,242,0,0,0,0,5,2010,WD,Normal,127000
382,20,FV,60.0,7200,Pave,0,0,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,4.0,1.0,1.0,0,1.0,0,1293,1293,GasA,4,Y,SBrkr,1301,0,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,5,2006.0,2.0,2,572,3.0,3.0,Y,216,121,0,0,0,0,0,8,2006,New,Partial,187750
383,60,RL,79.0,9245,Pave,1,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,3.0,1.0,0,1.0,0,939,939,GasA,4,Y,SBrkr,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,5,2006.0,2.0,2,639,3.0,3.0,Y,144,53,0,0,0,0,0,4,2007,WD,Normal,213500
384,45,RH,60.0,9000,Pave,0,0,AllPub,Corner,0,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,0,1.0,0,784,784,GasA,2,N,FuseA,784,0,0,784,0,0,1,0,2,1,TA,5,Typ,0,1,1950.0,1.0,2,360,2.0,2.0,N,0,0,91,0,0,0,0,10,2009,WD,Normal,76000
386,120,RL,43.0,3182,Pave,0,0,AllPub,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,2,PConc,4.0,3.0,1.0,6.0,24,1.0,0,1232,1256,GasA,4,Y,SBrkr,1269,0,0,1269,0,0,2,0,2,1,Gd,6,Typ,1,5,2004.0,3.0,2,430,3.0,3.0,Y,146,20,0,0,144,0,0,4,2010,WD,Normal,192000
388,80,RL,72.0,7200,Pave,0,0,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,2,2,CBlock,3.0,3.0,3.0,5.0,631,1.0,0,410,1041,GasA,4,Y,SBrkr,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,1,1,1977.0,1.0,1,352,3.0,3.0,Y,296,0,0,0,0,0,0,10,2009,WD,Abnorml,125000
389,20,RL,93.0,9382,Pave,1,0,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1468,1468,GasA,4,Y,SBrkr,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,5,1999.0,2.0,2,577,3.0,3.0,Y,120,25,0,0,0,0,0,7,2008,WD,Normal,191000
390,60,RL,96.0,12474,Pave,0,0,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,4,2,PConc,5.0,3.0,3.0,6.0,1280,1.0,0,402,1682,GasA,4,Y,SBrkr,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,3,2008.0,3.0,3,846,3.0,3.0,Y,196,134,0,0,0,0,0,8,2008,New,Partial,426000
391,50,RL,50.0,8405,Pave,0,0,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3.0,4.0,1.0,3.0,241,4.0,391,229,861,GasA,4,Y,SBrkr,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,0,1,1978.0,1.0,1,384,3.0,3.0,Y,0,130,112,0,0,0,0,4,2008,WD,Normal,119000
392,60,RL,71.0,12209,Pave,1,0,AllPub,CulDSac,0,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,5.0,3.0,1.0,5.0,690,1.0,0,114,804,GasA,4,Y,SBrkr,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,3,2001.0,3.0,2,560,3.0,3.0,Y,125,192,0,0,0,0,0,6,2009,WD,Normal,215000
395,50,RL,60.0,10134,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,735,735,GasA,3,Y,FuseA,735,299,0,1034,0,0,1,0,2,1,TA,5,Typ,0,1,1940.0,1.0,1,240,3.0,3.0,Y,0,39,0,0,0,0,0,7,2007,WD,Normal,109000
